0,300,0,106,0,0,0,0,0
0,332,0,196,0,6,0,0,0
0,484,0,0,0,48,5,10,135
0,300,0,150,0,0,0,0,260
0,182,0,0,0,0,0,0,500
0,616,0,0,0,16,0,8,0
0,350,0,806,0,220,0,0,0
0,166,0,400,0,20,0,1,0
0,399,100,975,0,32,0,2,0
0,300,0,650,0,2,0,0,0
0,135,167,531,0,89,6,29,0
1800,0,0,0,0,15,18,61,0
2000,0,0,0,0,0,73,29,0
0,0,672,973,0,389,49,204,0
0,0,300,1001,0,405,83,69,0
0,786,968,1244,0,0,0,0,0
0,462,0,1034,0,0,108,290,0
0,731,0,43,0,0,163,91,0
0,480,0,1643,0,0,0,672,0
0,850,0,333,0,0,0,0,0
0,0,0,804,0,0,0,0,1930
0,0,0,0,0,0,0,0,700
0,0,0,0,0,67,0,0,0
0,260,0,768,0,0,0,0,0
0,482,384,834,0,0,364,64,0
0,1900,0,1027,0,63,0,0,0
0,0,0,0,0,0,0,0,1010
0,0,0,0,0,0,0,0,120
0,467,0,0,0,0,0,0,287
0,328,0,687,0,186,0,0,769
0,0,0,930,1600,96,0,0,366
0,0,0,922,0,136,0,0,1362
0,153,0,176,0,0,64,80,666
0,1396,362,2483,0,325,36,408,0
0,469,0,1732,0,0,167,664,0
0,984,0,1344,0,378,0,0,0
0,0,0,719,0,0,0,0,0
0,0,0,0,0,0,0,0,5421
0,435,0,924,0,0,0,3,0
0,0,580,498,0,142,450,0,0
0,0,0,295,0,65,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
507,0,0,703,0,0,0,0,0
142,0,0,362,0,0,0,0,0
1358,0,430,672,0,196,58,9,0
0,0,327,0,0,40,170,50,0
0,0,222,0,0,0,0,0,0
0,0,351,0,0,10,0,0,0
0,0,430,0,0,68,0,0,0
